txn_id,client_id,adviser_id,product_id,txn_date,gross_amount,fee_amount,currency,is_refund
T0002991,C00217,ADV017,PRD0030,30/05/2025,3544.77,94.37,GBP,N
T0002992,C00143,ADV014,PRD0032,2024-10-03,9270.24,182.5,GBP,N
T0002993,C00077,ADV055,PRD0008,02/09/2025,1259.41,38.51,GBP,N
T0002994,C00107,ADV001,PRD0011,18/02/2024,383.48,7.4,GBP,N
T0002995,C00442,ADV045,PRD0025,2025-10-06,18591.42,432.64,GBP,N
T0002996,C00261,ADV001,PRD0028,30/10/2024,3195.31,109.0,GBP,N
T0002997,C00202,ADV015,PRD0007,17/03/2024,2629.29,103.3,GBP,N
T0002998,C00474,ADV055,PRD0020,2025-12-04,13069.24,68.84,GBP,N
T0002999,C00447,ADV045,PRD0018,16/05/2024,7590.26,126.98,GBP,N
T0003000,C00387,ADV023,PRD0016,01/09/2025,4434.12,37.56,GBP,N
T0003001,C00437,ADV006,PRD0018,25/02/2024,4914.88,104.13,GBP,N
T0003002,C00418,ADV028,PRD0017,2024-10-17,7162.46,150.58,GBP,N
T0003003,C00170,ADV049,PRD0004,07/01/2025,1671.0,37.63,GBP,N
T0003004,C00206,ADV045,PRD0024,15/03/2025,4161.32,25.73,GBP,N
T0003005,C00167,ADV059,PRD0007,2024-04-30,23323.04,521.13,GBP,N
T0003006,C00494,ADV018,PRD0032,25/11/2024,6254.24,71.66,GBP,N
T0003007,C00398,ADV023,PRD0027,25/07/2025,4984.85,42.93,GBP,N
T0003008,C00271,ADV046,PRD0003,16/10/2024,22379.56,428.02,GBP,N
T0003009,C00026,ADV045,PRD0013,2024-04-18,4730.91,80.37,GBP,N
T0003010,C00037,ADV053,PRD0003,2025-01-20,16329.17,412.77,GBP,N
T0003011,C00330,ADV022,PRD0008,2025-07-22,5155.82,66.65,GBP,N
T0003012,C00170,ADV049,PRD0002,2025-12-08,3200.58,97.88,GBP,N
T0003013,C00394,ADV052,PRD0002,29/04/2024,5500.09,77.17,GBP,N
T0003014,C00458,ADV033,PRD0029,2025-04-03,5039.06,49.3,GBP,N
T0003015,C00326,ADV040,PRD0040,2025-11-01,1139.43,8.51,GBP,N
T0003016,C00379,ADV001,PRD0039,2024-01-24,23964.46,420.59,GBP,N
T0003017,C00250,ADV023,PRD0002,05/12/2025,6147.65,235.07,GBP,N
T0003018,C00152,ADV012,PRD0009,2025-02-10,26864.15,544.05,GBP,N
T0003019,C00317,ADV008,PRD0007,28/06/2024,2019.82,19.45,GBP,N
T0003020,C00279,ADV012,PRD0018,2024-07-17,2781.99,22.77,GBP,N
T0003021,C00067,ADV017,PRD0027,2024-04-07,1279.88,23.98,GBP,N
T0003022,C00212,ADV025,PRD0031,11/02/2025,3336.53,21.25,GBP,N
T0003023,C00198,ADV038,PRD0034,10/03/2024,6826.58,317.6,GBP,N
T0003024,C00424,ADV018,PRD0010,2024-11-09,24559.06,437.15,GBP,N
T0003025,C00458,ADV033,PRD0020,11/07/2025,2597.26,31.64,GBP,N
T0003026,C00456,ADV044,PRD0022,18/04/2024,2902.43,70.55,GBP,N
T0003027,C00231,ADV003,PRD0027,18/11/2024,9249.72,87.59,GBP,N
T0003028,C00168,ADV021,PRD0039,2025-01-25,6105.26,73.21,GBP,N
T0003029,C00109,ADV034,PRD0039,2025-03-01,2161.69,29.19,GBP,N
T0003030,C00310,ADV049,PRD0005,04/08/2024,2577.27,35.23,GBP,N
T0003031,C00150,ADV027,PRD0029,2025-03-14,2143.6,43.43,GBP,N
T0003032,C00100,ADV016,PRD0028,22/01/2024,-11281.56,-201.07,GBP,Y
T0003033,C00318,ADV044,PRD0015,2024-07-05,2322.96,36.65,GBP,N
T0003034,C00091,ADV015,PRD0012,2025-03-12,2867.2,91.92,GBP,N
T0003035,C00334,ADV038,PRD0002,13/09/2025,10887.14,21.77,GBP,N
T0003036,C00452,ADV059,PRD0003,2025-07-23,2300.13,67.52,GBP,N
T0003037,C00458,ADV033,PRD0040,2024-12-20,9687.14,84.11,GBP,N
T0003038,C00452,ADV059,PRD0012,2025-09-09,1089.61,34.11,GBP,N
T0003039,C00427,ADV005,PRD0021,28/11/2024,2172.29,48.16,GBP,N
T0003040,C00293,ADV027,PRD0040,2024-02-17,13078.12,55.18,GBP,N
T0003041,C00174,ADV046,PRD0035,24/01/2024,6557.05,50.58,GBP,N
T0003042,C00420,ADV051,PRD0039,11/11/2025,1706.52,28.8,GBP,N
T0003043,C00485,ADV034,PRD0037,2024-11-03,1352.93,7.71,GBP,N
T0003044,C00030,ADV050,PRD0012,2025-12-04,892.09,11.26,GBP,N
T0003045,C00215,ADV054,PRD0037,09/02/2024,5153.77,179.25,GBP,N
T0003046,C00269,ADV022,PRD0006,2025-10-24,3038.85,43.6,GBP,N
T0003047,C00043,ADV054,PRD0023,2025-10-29,4974.23,110.69,GBP,N
T0003048,C00290,ADV059,PRD0029,07/06/2024,3535.21,58.99,GBP,N
T0003049,C00144,ADV025,PRD0008,2025-10-02,44960.48,918.17,GBP,N
T0003050,C00407,ADV013,,11/10/2024,11520.03,242.6,GBP,N
T0003051,C00024,ADV031,PRD0031,2024-05-08,974.48,29.57,GBP,N
T0003052,C00437,ADV006,PRD0001,25/06/2025,4769.07,173.11,GBP,N
T0003053,C00446,ADV037,PRD0030,2025-12-19,1266.06,35.46,GBP,N
T0003054,C00351,ADV024,PRD0033,2025-11-13,4615.43,9.23,GBP,N
T0003055,C00382,ADV040,PRD0001,06/04/2024,2929.47,35.3,GBP,N
T0003056,C00061,ADV056,PRD0035,18/11/2024,4668.97,159.39,GBP,N
T0003057,C00022,ADV060,PRD0038,21/06/2024,2789.89,71.44,GBP,N
T0003058,C00057,ADV023,PRD0037,2025-10-18,586.62,14.35,GBP,N
T0003059,C00087,ADV010,PRD0026,2024-04-03,6467.62,183.59,GBP,N
T0003060,C00469,ADV031,PRD0038,2024-11-09,733.87,10.1,GBP,N
T0003061,C00357,ADV003,PRD0010,2025-09-26,1649.94,18.19,GBP,N
T0003062,C00228,ADV043,PRD0017,2024-10-12,1939.55,24.28,GBP,N
T0003063,C00299,ADV054,PRD0035,2025-02-21,4361.52,89.02,GBP,N
T0003064,C00300,ADV005,PRD0040,2025-05-12,1266.59,30.08,GBP,N
T0003065,C00162,ADV051,PRD0029,2025-08-31,3242.39,99.4,GBP,N
T0003066,C00339,ADV033,PRD0027,2025-05-30,4006.07,103.36,GBP,N
T0003067,C00364,ADV029,PRD0033,2025-04-11,20964.04,363.18,GBP,N
T0003068,C00101,ADV021,PRD0033,2024-02-25,2081.16,59.83,GBP,N
T0003069,C00383,ADV059,PRD0033,07/11/2024,4736.86,59.91,GBP,N
T0003070,C00406,ADV043,PRD0036,04/05/2025,6773.87,163.66,GBP,N
T0003071,C00142,ADV009,PRD0019,2025-08-05,3216.13,59.7,GBP,N
T0003072,C00271,ADV046,PRD0022,01/11/2024,4485.24,88.99,GBP,N
T0003073,C00428,ADV026,PRD0014,2024-07-26,8984.49,140.67,GBP,N
T0003074,C00364,ADV029,PRD0022,2025-07-11,2102.1,46.93,GBP,N
T0003075,C00100,ADV016,PRD0001,12/07/2025,289.09,2.73,GBP,N
T0003076,C00003,ADV049,PRD0019,2024-02-14,2924.58,44.88,GBP,N
T0003077,C00129,ADV018,PRD0024,2024-08-13,4932.22,112.44,GBP,N
T0003078,C00240,ADV050,PRD0003,2024-02-02,5973.34,164.82,GBP,N
T0003079,C00267,ADV042,PRD0004,2025-10-28,5898.82,61.31,GBP,N
T0003080,C00242,ADV021,PRD0034,2025-03-11,10809.51,330.73,GBP,N
T0003081,C00493,ADV047,PRD0033,29/04/2024,4036.95,119.77,GBP,N
T0003082,C00383,ADV059,PRD0010,03/06/2024,2229.98,60.38,GBP,N
T0003083,C00343,ADV014,PRD0030,20/10/2025,1383.2,37.83,GBP,N
T0003084,C00481,ADV045,PRD0031,2024-12-21,1174.87,35.06,GBP,N
T0003085,C00176,ADV023,PRD0009,11/06/2024,8871.2,162.77,GBP,N
T0003086,C00068,ADV043,PRD0015,31/01/2025,2188.67,8.91,GBP,N
T0003087,C00337,ADV030,PRD0024,14/01/2024,1819.23,19.89,GBP,N
T0003088,C00223,ADV005,PRD0035,2025-02-12,14264.25,426.03,GBP,N
T0003089,C00191,ADV035,PRD0015,20/03/2024,1154.13,19.62,GBP,N
T0003090,C00350,ADV005,PRD0011,02/04/2025,8076.88,275.56,GBP,N
T0003091,C00318,ADV044,PRD0021,2025-06-01,1515.94,44.99,GBP,N
T0003092,C00448,ADV014,PRD0011,02/07/2025,2326.04,37.65,GBP,N
T0003093,C00400,ADV026,PRD0036,28/04/2024,2332.38,77.03,GBP,N
T0003094,C00409,ADV047,PRD0013,2025-11-30,5214.21,10.43,GBP,N
T0003095,C00058,ADV019,PRD0028,2025-09-14,2683.93,79.81,GBP,N
T0003096,C00023,ADV050,PRD0023,21/03/2024,8507.42,217.42,GBP,N
T0003097,C00025,ADV015,PRD0039,01/08/2025,2126.92,38.75,GBP,N
T0003098,C00171,ADV011,PRD0002,2024-02-16,19735.11,258.79,GBP,N
T0003099,C00452,ADV059,PRD0025,29/04/2024,2610.99,30.61,GBP,N
T0003100,C00301,ADV047,PRD0002,2025-11-05,721.21,8.0,GBP,N
T0003101,C00457,ADV002,PRD0011,2025-01-04,1539.91,34.12,GBP,N
T0003102,C00429,ADV030,PRD0036,20/07/2024,1561.27,27.67,GBP,N
T0003103,C00302,ADV004,PRD0008,12/04/2025,4742.36,56.54,GBP,N
T0003104,C00271,ADV046,PRD0008,2025-12-04,1065.0,13.92,GBP,N
T0003105,C00177,ADV004,PRD0009,2024-04-24,10427.99,288.26,GBP,N
T0003106,C00238,ADV001,PRD0014,2024-06-18,1612.69,33.09,GBP,N
T0003107,C00118,ADV044,PRD0025,2024-05-23,-2313.38,-35.38,GBP,Y
T0003108,C00161,ADV044,PRD0002,2025-11-13,9590.33,307.58,GBP,N
T0003109,C00109,ADV034,PRD0013,2025-11-03,536.88,13.65,GBP,N
T0003110,C00235,ADV009,PRD0004,2024-10-21,24605.61,362.55,GBP,N
T0003111,C00429,ADV030,PRD0008,2025-04-29,1656.66,47.4,GBP,N
T0003112,C00206,ADV045,PRD0035,01/12/2025,639.46,8.94,GBP,N
T0003113,C00017,ADV012,PRD0002,02/07/2025,14261.75,274.13,GBP,N
T0003114,C00060,ADV040,PRD0024,2025-03-11,3006.94,83.12,GBP,N
T0003115,C00274,ADV024,PRD0013,13/12/2025,724.45,19.91,GBP,N
T0003116,C00208,ADV058,PRD0029,29/10/2025,6431.77,93.98,GBP,N
T0003117,C00376,ADV016,PRD0030,2024-03-26,15830.35,548.37,GBP,N
T0003118,C00392,ADV024,PRD0003,2025-06-02,15880.97,439.36,GBP,N
T0003119,C00444,ADV016,PRD0027,16/01/2025,6307.67,171.67,GBP,N
T0003120,C00469,ADV031,PRD0011,22/02/2025,-1485.59,-33.07,GBP,Y
T0003121,C00101,ADV021,PRD0019,21/12/2025,2247.96,39.3,GBP,N
T0003122,C00104,ADV022,PRD0018,2024-05-12,7774.12,142.1,GBP,N
T0003123,C00055,ADV051,PRD0023,09/01/2025,5495.65,199.94,GBP,N
T0003124,C00443,ADV057,PRD0031,2024-03-19,2809.86,70.64,GBP,N
T0003125,C00294,ADV018,PRD0007,2024-06-19,13830.58,211.82,GBP,N
T0003126,C00475,ADV052,PRD0022,03/11/2025,1145.29,21.73,GBP,N
T0003127,C00084,ADV006,PRD0034,2025-04-12,16277.35,141.53,GBP,N
T0003128,C00180,ADV054,PRD0012,24/05/2024,1346.5,22.12,GBP,N
T0003129,C00460,ADV007,PRD0030,16/07/2025,2317.04,4.63,GBP,N
T0003130,C00094,ADV038,PRD0039,30/04/2025,3378.28,10.05,GBP,N
T0003131,C00489,ADV019,PRD0011,11/07/2025,7603.44,89.46,GBP,N
T0003132,C00276,ADV052,PRD0013,11/04/2024,11094.01,459.38,GBP,N
T0003133,C00219,ADV020,PRD0026,2024-12-07,879.84,16.68,GBP,N
T0003134,C00342,ADV011,PRD0023,2024-02-10,1570.51,38.87,GBP,N
T0003135,C00303,ADV049,PRD0026,2024-08-06,1929.01,29.3,GBP,N
T0003136,C00238,ADV001,PRD0032,22/03/2025,3227.55,129.48,GBP,N
T0003137,C00025,ADV015,PRD0037,19/04/2024,1750.69,47.07,GBP,N
T0003138,C00032,ADV027,PRD0011,2024-05-31,1338.13,20.01,GBP,N
T0003139,C00395,ADV028,PRD0039,08/10/2025,14704.77,237.9,GBP,N
T0003140,C00470,ADV003,PRD0029,24/06/2025,7088.11,143.46,GBP,N
T0003141,C00469,ADV031,PRD0005,20/10/2025,3777.36,38.05,GBP,N
T0003142,C00486,ADV038,PRD0038,2024-07-19,8613.41,153.29,GBP,N
T0003143,C00336,ADV005,PRD0008,2024-07-22,2993.24,74.07,GBP,N
T0003144,C00339,ADV033,PRD0001,04/10/2025,890.76,4.55,GBP,N
T0003145,C00210,ADV024,PRD0036,2025-06-15,660.93,21.38,GBP,N
T0003146,C00464,ADV056,PRD0020,16/07/2025,6477.42,210.07,GBP,N
T0003147,C00350,ADV005,PRD0004,04/02/2025,3463.76,75.05,GBP,N
T0003148,C00248,ADV049,PRD0040,22/09/2025,3397.35,91.14,GBP,N
T0003149,C00009,ADV014,PRD0004,08/07/2024,1460.69,33.28,GBP,N
T0003150,C00089,ADV056,PRD0007,2025-09-26,4216.25,62.88,GBP,N
T0003151,C00348,ADV049,PRD0028,03/05/2025,4602.58,132.59,GBP,N
T0003152,C00184,ADV039,PRD0024,2025-02-09,13177.73,301.13,GBP,N
T0003153,C00387,ADV023,PRD0034,2025-09-24,12094.31,206.24,GBP,N
T0003154,C00313,ADV022,,27/11/2025,2082.58,14.5,GBP,N
T0003155,C00454,ADV055,PRD0035,2024-09-06,20251.11,306.26,GBP,N
T0003156,C00265,ADV055,PRD0012,2024-12-08,8770.41,271.87,GBP,N
T0003157,C00185,ADV010,PRD0015,02/02/2025,15317.5,414.04,GBP,N
T0003158,C00016,ADV034,PRD0032,2024-02-24,3217.95,51.3,GBP,N
T0003159,C00270,ADV039,PRD0039,2025-08-26,9658.94,325.13,GBP,N
T0003160,C00231,ADV003,PRD0040,2025-05-04,873.16,15.65,GBP,N
T0003161,C00407,ADV013,PRD0032,21/06/2025,11307.38,222.9,GBP,N
T0003162,C00168,ADV021,PRD0005,09/06/2025,1906.13,36.35,GBP,N
T0003163,C00317,ADV008,PRD0038,2025-03-16,5559.42,33.15,GBP,N
T0003164,C00119,ADV008,PRD0030,2024-01-03,2028.61,48.41,GBP,N
T0003165,C00495,ADV035,PRD0021,2024-04-18,3799.53,111.02,GBP,N
T0003166,C00049,ADV021,PRD0037,26/09/2025,4032.5,74.35,GBP,N
T0003167,C00390,ADV021,PRD0029,10/04/2025,1134.87,50.34,GBP,N
T0003168,C00072,ADV047,PRD0019,2025-12-31,4304.83,33.06,GBP,N
T0003169,C00031,ADV059,PRD0037,25/10/2024,9276.08,208.83,GBP,N
T0003170,C00184,ADV039,PRD0039,16/02/2025,4140.29,72.69,GBP,N
T0003171,C00025,ADV015,PRD0008,2025-04-07,10956.53,286.6,GBP,N
T0003172,C00275,ADV029,PRD0019,2025-05-19,31916.5,691.13,GBP,N
T0003173,C00461,ADV049,PRD0032,23/02/2024,4278.56,107.05,GBP,N
T0003174,C00488,ADV050,PRD0025,08/03/2025,13621.28,173.75,GBP,N
T0003175,C00399,ADV053,PRD0033,2024-03-24,4531.26,109.69,GBP,N
T0003176,C00371,ADV056,PRD0016,2025-02-10,1329.19,36.61,GBP,N
T0003177,C00020,ADV039,PRD0030,2024-11-25,7953.28,149.45,GBP,N
T0003178,C00130,ADV034,PRD0030,20/07/2024,1245.04,4.26,GBP,N
T0003179,C00264,ADV056,PRD0012,2024-11-21,3972.8,14.57,GBP,N
T0003180,C00291,ADV009,PRD0012,2024-05-25,31477.47,293.47,GBP,N
T0003181,C00456,ADV044,PRD0030,19/03/2024,1994.31,39.57,GBP,N
T0003182,C00147,ADV035,PRD0010,2024-09-22,1343.17,7.58,GBP,N
T0003183,C00256,ADV016,PRD0040,2024-11-21,2698.07,50.23,GBP,N
T0003184,C00066,ADV030,PRD0020,21/12/2024,5706.41,114.09,GBP,N
T0003185,C00419,ADV003,PRD0006,17/06/2025,8370.62,73.45,GBP,N
T0003186,C00167,ADV059,PRD0009,20/06/2025,2213.65,58.57,GBP,N
T0003187,C00491,ADV018,PRD0029,02/06/2025,2119.96,18.01,GBP,N
T0003188,C00433,ADV059,PRD0012,2024-07-18,6639.69,150.14,GBP,N
T0003189,C00337,ADV030,PRD0024,25/11/2024,3541.85,134.75,GBP,N
T0003190,C00340,ADV023,PRD0023,2025-08-04,9798.82,48.6,GBP,N
T0003191,C00071,ADV005,PRD0029,14/02/2024,1784.11,32.73,GBP,N
T0003192,C00111,ADV003,PRD0021,2025-08-27,14026.43,454.33,GBP,N
T0003193,C00406,ADV043,PRD0019,2024-05-17,4900.96,97.42,GBP,N
T0003194,C00028,ADV013,PRD0004,2025-12-19,3617.84,39.39,GBP,N
T0003195,C00115,ADV037,PRD0002,19/11/2025,852.02,15.33,GBP,N
T0003196,C00173,ADV059,PRD0004,14/05/2025,2815.01,13.79,GBP,N
T0003197,C00425,ADV053,PRD0015,2024-05-13,-3439.29,-55.12,GBP,Y
T0003198,C00076,ADV013,PRD0004,05/02/2025,10860.96,225.91,GBP,N
T0003199,C00008,ADV042,PRD0023,25/02/2024,4440.06,59.84,GBP,N
T0003200,C00248,ADV049,PRD0011,2025-09-16,1490.25,25.99,GBP,N
T0003201,C00287,ADV042,PRD0027,26/02/2024,1050.43,2.1,GBP,N
T0003202,C00263,ADV036,PRD0035,09/10/2024,8617.23,276.97,GBP,N
T0003203,C00130,ADV034,PRD0007,20/02/2025,1283.93,18.32,GBP,N
T0003204,C00225,ADV003,PRD0018,2024-07-10,19000.32,395.01,GBP,N
T0003205,C00467,ADV028,PRD0010,2025-07-22,4800.09,85.16,GBP,N
T0003206,C00050,ADV044,PRD0020,03/06/2025,2343.72,41.9,GBP,N
T0003207,C00153,ADV002,PRD0034,2025-09-02,1753.41,40.32,GBP,N
T0003208,C00044,ADV035,PRD0024,06/11/2024,13690.04,329.78,GBP,N
T0003209,C00011,ADV004,PRD0033,01/05/2024,3283.74,54.99,GBP,N
T0003210,C00189,ADV041,PRD0038,14/01/2024,4418.66,49.8,GBP,N
T0003211,C00106,ADV021,PRD0034,09/12/2024,583.09,18.36,GBP,N
T0003212,C00191,ADV035,PRD0003,15/03/2024,-4309.07,-14.66,GBP,Y
T0003213,C00484,ADV050,PRD0009,12/01/2025,1458.12,39.64,GBP,N
T0003214,C00328,ADV055,PRD0020,03/03/2025,454.47,3.88,GBP,N
T0003215,C00203,ADV037,PRD0004,12/12/2024,3005.55,46.31,GBP,N
T0003216,C00468,ADV041,PRD0018,06/12/2024,3313.64,80.91,GBP,N
T0003217,C00272,ADV025,PRD0027,2025-12-12,-1181.74,-24.24,GBP,Y
T0003218,C00208,ADV058,PRD0024,06/04/2024,51014.93,844.7,GBP,N
T0003219,C00458,ADV033,PRD0012,2024-07-04,1262.12,32.73,GBP,N
T0003220,C00165,ADV048,PRD0012,2025-04-17,1623.5,35.32,GBP,N
T0003221,C00114,ADV012,PRD0039,19/09/2024,4802.76,67.14,GBP,N
T0003222,C00186,ADV042,PRD0023,27/06/2024,4988.02,78.66,GBP,N
T0003223,C00059,ADV006,PRD0003,28/05/2024,4803.69,38.24,GBP,N
T0003224,C00072,ADV047,PRD0022,2024-12-23,2897.37,57.04,GBP,N
T0003225,C00482,ADV021,PRD0009,2025-09-22,15461.64,619.58,GBP,N
T0003226,C00489,ADV019,PRD0023,2025-12-24,1745.05,41.48,GBP,N
T0003227,C00374,ADV060,PRD0037,26/01/2024,663.73,17.11,GBP,N
T0003228,C00411,ADV024,PRD0034,11/01/2025,1401.48,22.34,GBP,N
T0003229,C00240,ADV050,PRD0016,2025-12-08,3214.44,10.99,GBP,N
T0003230,C00309,ADV032,PRD0002,23/08/2025,3981.98,61.9,GBP,N
T0003231,C00373,ADV029,PRD0019,2025-04-17,23662.0,537.31,GBP,N
T0003232,C00107,ADV001,PRD0011,04/05/2024,3412.85,38.2,GBP,N
T0003233,C00404,ADV047,PRD0034,2025-06-25,2411.29,19.99,GBP,N
T0003234,C00101,ADV021,PRD0012,2024-04-08,2229.5,43.16,GBP,N
T0003235,C00253,ADV001,PRD0028,2025-09-04,1716.67,44.88,GBP,N
T0003236,C00316,ADV029,PRD0022,2025-03-12,7241.84,87.23,GBP,N
T0003237,C00240,ADV050,PRD0017,2024-11-20,1215.07,45.5,GBP,N
T0003238,C00486,ADV038,PRD0037,07/03/2025,13334.65,190.11,GBP,N
T0003239,C00237,ADV005,PRD0014,2025-08-15,1532.1,27.46,GBP,N
T0003240,C00150,ADV027,PRD0026,20/04/2025,1987.08,15.12,GBP,N
T0003241,C00067,ADV017,PRD0012,2025-03-01,3863.99,109.37,GBP,N
T0003242,C00219,ADV020,PRD0019,2024-06-04,802.55,1.61,GBP,N
T0003243,C00047,ADV045,PRD0005,18/12/2025,4170.22,73.86,GBP,N
T0003244,C00071,ADV005,PRD0002,29/11/2025,3626.34,80.44,GBP,N
T0003245,C00295,ADV017,PRD0010,31/07/2025,12893.54,330.95,GBP,N
T0003246,C00102,ADV033,PRD0036,11/06/2024,7275.39,185.77,GBP,N
T0003247,C00204,ADV020,PRD0015,2025-09-09,385.88,3.58,GBP,N
T0003248,C00481,ADV045,PRD0029,2024-02-21,5196.47,131.47,GBP,N
T0003249,C00012,ADV008,PRD0026,07/09/2024,1448.18,23.11,GBP,N
T0003250,C00027,ADV044,PRD0017,07/12/2025,1484.6,2.97,GBP,N
T0003251,C00293,ADV027,PRD0038,2024-06-02,1680.65,67.3,GBP,N
T0003252,C00024,ADV031,PRD0004,29/09/2024,23861.58,563.02,GBP,N
T0003253,C00396,ADV036,PRD0030,2024-11-17,2459.48,64.18,GBP,N
T0003254,C00175,ADV003,PRD0040,21/11/2025,3710.6,110.37,GBP,N
T0003255,C00104,ADV022,PRD0005,19/08/2025,8527.2,162.54,GBP,N
T0003256,C00018,ADV028,PRD0013,29/03/2024,20181.42,276.16,GBP,N
T0003257,C00465,ADV031,PRD0025,2025-10-19,-2566.97,-63.44,GBP,Y
T0003258,C00305,ADV047,PRD0004,2025-11-13,4203.6,124.34,GBP,N
T0003259,C00053,ADV057,PRD0020,2025-01-14,4688.48,154.35,GBP,N
T0003260,C00343,ADV014,PRD0019,2024-09-22,3978.26,30.7,GBP,N
T0003261,C00477,ADV028,PRD0036,2025-04-14,3019.37,89.65,GBP,N
T0003262,C00032,ADV027,PRD0004,2024-12-03,1276.56,4.54,GBP,N
T0003263,C00327,ADV026,PRD0018,24/08/2025,2266.96,58.22,GBP,N
T0003264,C00022,ADV060,PRD0037,25/09/2024,1738.74,24.38,GBP,N
T0003265,C00388,ADV044,PRD0034,02/03/2025,1448.13,39.06,GBP,N
T0003266,C00117,ADV046,PRD0015,14/05/2024,2207.14,62.52,GBP,N
T0003267,C00387,ADV023,PRD0027,05/07/2024,3437.82,86.61,GBP,N
T0003268,C00120,ADV054,PRD0023,09/08/2024,1951.58,56.67,GBP,N
T0003269,C00069,ADV055,PRD0001,08/03/2025,2519.15,70.33,GBP,N
T0003270,C00217,ADV017,PRD0015,17/06/2025,8420.02,184.51,GBP,N
T0003271,C00342,ADV011,PRD0005,2024-05-28,7247.2,248.17,GBP,N
T0003272,C00432,ADV032,PRD0022,2024-06-23,1477.16,29.16,GBP,N
T0003273,C00405,ADV031,PRD0006,2024-06-29,678.16,9.7,GBP,N
T0003274,C00205,ADV051,PRD0003,2024-10-24,38344.84,860.63,GBP,N
T0003275,C00148,ADV004,PRD0013,14/01/2024,3038.65,38.97,GBP,N
T0003276,C00249,ADV043,PRD0014,2024-02-18,18730.85,379.17,GBP,N
T0003277,C00190,ADV013,PRD0003,06/08/2025,3473.38,70.26,GBP,N
T0003278,C00292,ADV039,PRD0007,27/09/2025,18917.15,707.07,GBP,N
T0003279,C00075,,PRD0022,12/05/2025,5471.94,213.24,GBP,N
T0003280,C00320,ADV006,PRD0014,09/02/2025,-3412.1,-22.94,GBP,Y
T0003281,C00145,ADV013,PRD0039,18/10/2025,2167.49,25.19,GBP,N
T0003282,C00490,ADV046,PRD0009,2025-11-18,3133.1,89.77,GBP,N
T0003283,C00315,ADV001,PRD0036,12/07/2025,1569.6,37.09,GBP,N
T0003284,C00259,ADV011,PRD0038,01/12/2025,4810.59,185.23,GBP,N
T0003285,C00196,ADV016,PRD0006,2025-11-30,3503.12,105.58,GBP,N
T0003286,C00304,ADV024,PRD0010,2024-03-28,5973.16,114.54,GBP,N
T0003287,C00257,ADV021,PRD0039,2025-04-29,6058.82,289.32,GBP,N
T0003288,C00060,ADV040,PRD0020,03/12/2024,1329.4,7.72,GBP,N
T0003289,C00298,ADV057,PRD0008,2024-01-22,4863.37,124.7,GBP,N
T0003290,C00320,ADV006,PRD0025,12/06/2024,3783.28,124.8,GBP,N
T0003291,C00211,ADV006,PRD0040,2025-07-21,9835.08,273.92,GBP,N
T0003292,C00103,ADV036,PRD0011,2025-01-02,16753.97,226.63,GBP,N
T0003293,C00361,ADV032,PRD0039,2024-05-18,2523.08,21.16,GBP,N
T0003294,C00211,ADV006,PRD0021,20/04/2024,515.78,14.97,GBP,N
T0003295,C00260,ADV001,PRD0018,2025-09-02,3496.34,62.74,GBP,N
T0003296,C00034,ADV044,PRD0036,31/05/2024,3454.38,67.22,GBP,N
T0003297,C00317,ADV008,PRD0011,2025-01-21,1447.52,35.1,GBP,N
T0003298,C00375,ADV058,PRD0038,18/12/2024,5305.2,101.98,GBP,N
T0003299,C00348,ADV049,PRD0013,19/11/2025,2916.01,105.25,GBP,N
T0003300,C00392,ADV024,PRD0019,11/05/2025,6667.3,228.76,GBP,N
T0003301,C00090,ADV040,PRD0008,2024-03-24,1132.02,6.22,GBP,N
T0003302,C00044,ADV035,PRD0006,2025-08-02,4653.29,121.09,GBP,N
T0003303,C00301,ADV047,PRD0004,23/07/2024,2997.7,58.32,GBP,N
T0003304,C00248,ADV049,PRD0014,2025-02-12,2955.98,17.5,GBP,N
T0003305,C00320,ADV006,PRD0001,26/12/2024,8852.48,199.34,GBP,N
T0003306,C00086,ADV030,PRD0026,2025-05-13,2056.83,44.11,GBP,N
T0003307,C00005,ADV048,PRD0017,22/01/2025,2486.66,30.79,GBP,N
T0003308,C00333,ADV057,PRD0028,2024-10-11,7276.42,174.2,GBP,N
T0003309,C00227,ADV008,PRD0040,2024-12-02,882.09,30.32,GBP,N
T0003310,C00026,ADV045,PRD0038,2025-06-20,6797.35,86.14,GBP,N
T0003311,C00108,ADV021,PRD0001,2025-07-04,1846.9,16.57,GBP,N
T0003312,C00234,ADV011,PRD0029,12/11/2024,429.45,5.86,GBP,N
T0003313,C00100,ADV016,PRD0005,11/04/2024,13223.1,323.21,GBP,N
T0003314,C00011,ADV004,PRD0029,15/09/2024,16269.3,583.96,GBP,N
T0003315,C00345,ADV034,PRD0014,03/09/2025,3890.41,51.62,GBP,N
T0003316,C00192,ADV037,PRD0013,17/11/2025,1390.95,15.71,GBP,N
T0003317,C00398,ADV023,PRD0033,2024-04-21,686.45,8.09,GBP,N
T0003318,C00461,ADV049,PRD0032,30/08/2025,4715.17,65.4,GBP,N
T0003319,C00454,ADV055,PRD0021,2024-01-11,14405.67,549.04,GBP,N
T0003320,C00222,ADV011,PRD0018,20/02/2025,872.35,25.3,GBP,N
T0003321,C00217,ADV017,PRD0019,2025-11-21,3351.07,6.7,GBP,N
T0003322,C00338,ADV023,PRD0025,2025-01-25,14901.81,216.03,GBP,N
